Name,Value,Start,Size,Color
uchar g_pn_52[10368],,1A8C000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_53[10368],,1A8F000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_54[10368],,1A92000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_55[10368],,1A95000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_56[10368],,1A98000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_57[10368],,1A9B000h,2880h,Fg: Bg:0xFFFFC4
uchar z_select_static[8704],,1A9E000h,2200h,Fg: Bg:0xFFFFC4
uchar nintendo_rogo_static[11712],,1AA1000h,2DC0h,Fg: Bg:0xFFFFC4
uchar title_static[291904],,1AA4000h,47440h,Fg: Bg:0xFFFFC4
uchar parameter_static[15104],,1AEC000h,3B00h,Fg: Bg:0xFFFFC4
uchar vr_fine0_static[49152],,1AF0000h,C000h,Fg: Bg:0xFFFFC4
uchar vr_fine0_pal_static[256],,1AFC000h,100h,Fg: Bg:0xFFFFC4
uchar vr_fine1_static[49152],,1AFD000h,C000h,Fg: Bg:0xFFFFC4
uchar vr_fine1_pal_static[256],,1B09000h,100h,Fg: Bg:0xFFFFC4
uchar vr_fine2_static[49152],,1B0A000h,C000h,Fg: Bg:0xFFFFC4
uchar vr_fine2_pal_static[256],,1B16000h,100h,Fg: Bg:0xFFFFC4
uchar vr_fine3_static[49152],,1B17000h,C000h,Fg: Bg:0xFFFFC4
uchar vr_fine3_pal_static[256],,1B23000h,100h,Fg: Bg:0xFFFFC4
uchar vr_cloud0_static[49152],,1B24000h,C000h,Fg: Bg:0xFFFFC4
uchar vr_cloud0_pal_static[256],,1B30000h,100h,Fg: Bg:0xFFFFC4
uchar vr_cloud1_static[49152],,1B31000h,C000h,Fg: Bg:0xFFFFC4
uchar vr_cloud1_pal_static[256],,1B3D000h,100h,Fg: Bg:0xFFFFC4
uchar vr_cloud2_static[49152],,1B3E000h,C000h,Fg: Bg:0xFFFFC4
uchar vr_cloud2_pal_static[256],,1B4A000h,100h,Fg: Bg:0xFFFFC4
uchar vr_cloud3_static[49152],,1B4B000h,C000h,Fg: Bg:0xFFFFC4
uchar vr_cloud3_pal_static[256],,1B57000h,100h,Fg: Bg:0xFFFFC4
uchar vr_holy0_static[65536],,1B58000h,10000h,Fg: Bg:0xFFFFC4
uchar vr_holy0_pal_static[256],,1B68000h,100h,Fg: Bg:0xFFFFC4
uchar vr_holy1_static[65536],,1B69000h,10000h,Fg: Bg:0xFFFFC4
uchar vr_holy1_pal_static[256],,1B79000h,100h,Fg: Bg:0xFFFFC4
uchar vr_MDVR_static[262144],,1B7A000h,40000h,Fg: Bg:0xFFFFC4
uchar vr_MDVR_pal_static[2048],,1BBA000h,800h,Fg: Bg:0xFFFFC4
uchar vr_MNVR_static[262144],,1BBB000h,40000h,Fg: Bg:0xFFFFC4
uchar vr_MNVR_pal_static[2048],,1BFB000h,800h,Fg: Bg:0xFFFFC4
uchar vr_RUVR_static[262144],,1BFC000h,40000h,Fg: Bg:0xFFFFC4
uchar vr_RUVR_pal_static[2048],,1C3C000h,800h,Fg: Bg:0xFFFFC4
uchar vr_LHVR_static[262144],,1C3D000h,40000h,Fg: Bg:0xFFFFC4
uchar vr_LHVR_pal_static[2048],,1C7D000h,800h,Fg: Bg:0xFFFFC4
uchar vr_KHVR_static[262144],,1C7E000h,40000h,Fg: Bg:0xFFFFC4
uchar vr_KHVR_pal_static[2048],,1CBE000h,800h,Fg: Bg:0xFFFFC4
uchar vr_K3VR_static[196608],,1CBF000h,30000h,Fg: Bg:0xFFFFC4
uchar vr_K3VR_pal_static[1536],,1CEF000h,600h,Fg: Bg:0xFFFFC4
uchar vr_K4VR_static[196608],,1CF0000h,30000h,Fg: Bg:0xFFFFC4
uchar vr_K4VR_pal_static[1536],,1D20000h,600h,Fg: Bg:0xFFFFC4
uchar vr_K5VR_static[196608],,1D21000h,30000h,Fg: Bg:0xFFFFC4
uchar vr_K5VR_pal_static[1536],,1D51000h,600h,Fg: Bg:0xFFFFC4
uchar vr_SP1a_static[131072],,1D52000h,20000h,Fg: Bg:0xFFFFC4
uchar vr_SP1a_pal_static[1024],,1D72000h,400h,Fg: Bg:0xFFFFC4
uchar vr_MLVR_static[262144],,1D73000h,40000h,Fg: Bg:0xFFFFC4
uchar vr_MLVR_pal_static[2048],,1DB3000h,800h,Fg: Bg:0xFFFFC4
uchar vr_KKRVR_static[262144],,1DB4000h,40000h,Fg: Bg:0xFFFFC4
uchar vr_KKRVR_pal_static[2048],,1DF4000h,800h,Fg: Bg:0xFFFFC4
uchar vr_KR3VR_static[196608],,1DF5000h,30000h,Fg: Bg:0xFFFFC4
uchar vr_KR3VR_pal_static[1536],,1E25000h,600h,Fg: Bg:0xFFFFC4
uchar vr_IPVR_static[262144],,1E26000h,40000h,Fg: Bg:0xFFFFC4
uchar vr_IPVR_pal_static[2048],,1E66000h,800h,Fg: Bg:0xFFFFC4
uchar vr_KSVR_static[131072],,1E67000h,20000h,Fg: Bg:0xFFFFC4
uchar vr_KSVR_pal_static[1024],,1E87000h,400h,Fg: Bg:0xFFFFC4
uchar vr_GLVR_static[131072],,1E88000h,20000h,Fg: Bg:0xFFFFC4
uchar vr_GLVR_pal_static[1024],,1EA8000h,400h,Fg: Bg:0xFFFFC4
uchar vr_ZRVR_static[131072],,1EA9000h,20000h,Fg: Bg:0xFFFFC4
uchar vr_ZRVR_pal_static[1024],,1EC9000h,400h,Fg: Bg:0xFFFFC4
uchar vr_DGVR_static[131072],,1ECA000h,20000h,Fg: Bg:0xFFFFC4
uchar vr_DGVR_pal_static[1024],,1EEA000h,400h,Fg: Bg:0xFFFFC4
uchar vr_ALVR_static[131072],,1EEB000h,20000h,Fg: Bg:0xFFFFC4
uchar vr_ALVR_pal_static[1024],,1F0B000h,400h,Fg: Bg:0xFFFFC4
uchar vr_NSVR_static[131072],,1F0C000h,20000h,Fg: Bg:0xFFFFC4
uchar vr_NSVR_pal_static[1024],,1F2C000h,400h,Fg: Bg:0xFFFFC4
uchar vr_LBVR_static[262144],,1F2D000h,40000h,Fg: Bg:0xFFFFC4
uchar vr_LBVR_pal_static[2048],,1F6D000h,800h,Fg: Bg:0xFFFFC4
uchar vr_TTVR_static[196608],,1F6E000h,30000h,Fg: Bg:0xFFFFC4
uchar vr_TTVR_pal_static[1536],,1F9E000h,600h,Fg: Bg:0xFFFFC4
uchar vr_FCVR_static[131072],,1F9F000h,20000h,Fg: Bg:0xFFFFC4
uchar vr_FCVR_pal_static[1024],,1FBF000h,400h,Fg: Bg:0xFFFFC4
uchar elf_message_field[112],,1FC0000h,70h,Fg: Bg:0xFFFFC4
uchar elf_message_ydan[16],,1FC1000h,10h,Fg: Bg:0xFFFFC4
uchar ydan_scene[55840],,1FC2000h,DA20h,Fg: Bg:0xFFFFC4
uchar ydan_room_0[86864],,1FD0000h,15350h,Fg: Bg:0xFFFFC4
uchar ydan_room_1[16896],,1FE6000h,4200h,Fg: Bg:0xFFFFC4
uchar ydan_room_2[24368],,1FEB000h,5F30h,Fg: Bg:0xFFFFC4
uchar ydan_room_3[82352],,1FF1000h,141B0h,Fg: Bg:0xFFFFC4
uchar ydan_room_4[19504],,2006000h,4C30h,Fg: Bg:0xFFFFC4
uchar ydan_room_5[33680],,200B000h,8390h,Fg: Bg:0xFFFFC4
uchar ydan_room_6[20224],,2014000h,4F00h,Fg: Bg:0xFFFFC4
uchar ydan_room_7[35488],,2019000h,8AA0h,Fg: Bg:0xFFFFC4
uchar ydan_room_8[3472],,2022000h,D90h,Fg: Bg:0xFFFFC4
uchar ydan_room_9[39072],,2023000h,98A0h,Fg: Bg:0xFFFFC4
uchar ydan_room_10[19968],,202D000h,4E00h,Fg: Bg:0xFFFFC4
uchar ydan_room_11[29040],,2032000h,7170h,Fg: Bg:0xFFFFC4
uchar ddan_scene[86336],,203A000h,15140h,Fg: Bg:0xFFFFC4
uchar ddan_room_0[112800],,2050000h,1B8A0h,Fg: Bg:0xFFFFC4
uchar ddan_room_1[39792],,206C000h,9B70h,Fg: Bg:0xFFFFC4
uchar ddan_room_2[32448],,2076000h,7EC0h,Fg: Bg:0xFFFFC4
uchar ddan_room_3[56944],,207E000h,DE70h,Fg: Bg:0xFFFFC4
uchar ddan_room_4[39264],,208C000h,9960h,Fg: Bg:0xFFFFC4
uchar ddan_room_5[24256],,2096000h,5EC0h,Fg: Bg:0xFFFFC4
uchar ddan_room_6[9392],,209C000h,24B0h,Fg: Bg:0xFFFFC4
uchar ddan_room_7[30464],,209F000h,7700h,Fg: Bg:0xFFFFC4
uchar ddan_room_8[38304],,20A7000h,95A0h,Fg: Bg:0xFFFFC4
uchar ddan_room_9[46384],,20B1000h,B530h,Fg: Bg:0xFFFFC4
uchar ddan_room_10[32528],,20BD000h,7F10h,Fg: Bg:0xFFFFC4
uchar ddan_room_11[8240],,20C5000h,2030h,Fg: Bg:0xFFFFC4
uchar ddan_room_12[34688],,20C8000h,8780h,Fg: Bg:0xFFFFC4
uchar ddan_room_13[9424],,20D1000h,24D0h,Fg: Bg:0xFFFFC4
uchar ddan_room_14[9424],,20D4000h,24D0h,Fg: Bg:0xFFFFC4
uchar ddan_room_15[10544],,20D7000h,2930h,Fg: Bg:0xFFFFC4
uchar ddan_room_16[21856],,20DA000h,5560h,Fg: Bg:0xFFFFC4
uchar bdan_scene[88032],,20E0000h,157E0h,Fg: Bg:0xFFFFC4
uchar bdan_room_0[16704],,20F6000h,4140h,Fg: Bg:0xFFFFC4
uchar bdan_room_1[24512],,20FB000h,5FC0h,Fg: Bg:0xFFFFC4
uchar bdan_room_2[37440],,2101000h,9240h,Fg: Bg:0xFFFFC4
uchar bdan_room_3[29280],,210B000h,7260h,Fg: Bg:0xFFFFC4
uchar bdan_room_4[16640],,2113000h,4100h,Fg: Bg:0xFFFFC4
uchar bdan_room_5[24720],,2118000h,6090h,Fg: Bg:0xFFFFC4
uchar bdan_room_6[16960],,211F000h,4240h,Fg: Bg:0xFFFFC4
uchar bdan_room_7[13520],,2124000h,34D0h,Fg: Bg:0xFFFFC4
uchar bdan_room_8[14400],,2128000h,3840h,Fg: Bg:0xFFFFC4
uchar bdan_room_9[15408],,212C000h,3C30h,Fg: Bg:0xFFFFC4
uchar bdan_room_10[14368],,2130000h,3820h,Fg: Bg:0xFFFFC4
uchar bdan_room_11[14832],,2134000h,39F0h,Fg: Bg:0xFFFFC4
uchar bdan_room_12[15584],,2138000h,3CE0h,Fg: Bg:0xFFFFC4
uchar bdan_room_13[11136],,213C000h,2B80h,Fg: Bg:0xFFFFC4
uchar bdan_room_14[25040],,213F000h,61D0h,Fg: Bg:0xFFFFC4
uchar bdan_room_15[9952],,2146000h,26E0h,Fg: Bg:0xFFFFC4
uchar Bmori1_scene[90000],,2149000h,15F90h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_0[56208],,215F000h,DB90h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_1[23408],,216D000h,5B70h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_2[63872],,2173000h,F980h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_3[14816],,2183000h,39E0h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_4[12992],,2187000h,32C0h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_5[13776],,218B000h,35D0h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_6[37936],,218F000h,9430h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_7[77792],,2199000h,12FE0h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_8[96944],,21AC000h,17AB0h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_9[41312],,21C4000h,A160h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_10[21472],,21CF000h,53E0h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_11[44000],,21D5000h,ABE0h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_12[33760],,21E0000h,83E0h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_13[35504],,21E9000h,8AB0h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_14[23408],,21F2000h,5B70h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_15[9952],,21F8000h,26E0h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_16[20384],,21FB000h,4FA0h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_17[37104],,2200000h,90F0h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_18[4912],,220A000h,1330h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_19[1280],,220C000h,500h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_20[4864],,220D000h,1300h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_21[6000],,220F000h,1770h,Fg: Bg:0xFFFFC4
uchar Bmori1_room_22[7648],,2211000h,1DE0h,Fg: Bg:0xFFFFC4
uchar HIDAN_scene[108496],,2213000h,1A7D0h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_0[29424],,222E000h,72F0h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_1[51504],,2236000h,C930h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_2[65584],,2243000h,10030h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_3[9424],,2254000h,24D0h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_4[30960],,2257000h,78F0h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_5[41696],,225F000h,A2E0h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_6[28560],,226A000h,6F90h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_7[14928],,2271000h,3A50h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_8[39648],,2275000h,9AE0h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_9[34672],,227F000h,8770h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_10[99360],,2288000h,18420h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_11[14304],,22A1000h,37E0h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_12[11120],,22A5000h,2B70h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_13[52112],,22A8000h,CB90h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_14[8704],,22B5000h,2200h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_15[4496],,22B8000h,1190h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_16[47584],,22BA000h,B9E0h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_17[37232],,22C6000h,9170h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_18[15360],,22D0000h,3C00h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_19[16944],,22D4000h,4230h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_20[27920],,22D9000h,6D10h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_21[33920],,22E0000h,8480h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_22[27376],,22E9000h,6AF0h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_23[27936],,22F0000h,6D20h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_24[21824],,22F7000h,5540h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_25[27360],,22FD000h,6AE0h,Fg: Bg:0xFFFFC4
uchar HIDAN_room_26[26784],,2304000h,68A0h,Fg: Bg:0xFFFFC4
uchar MIZUsin_scene[89136],,230B000h,15C30h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_0[89136],,2321000h,15C30h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_1[41424],,2337000h,A1D0h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_2[23696],,2342000h,5C90h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_3[26560],,2348000h,67C0h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_4[24608],,234F000h,6020h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_5[42560],,2356000h,A640h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_6[45824],,2361000h,B300h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_7[21856],,236D000h,5560h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_8[56704],,2373000h,DD80h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_9[32944],,2381000h,80B0h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_10[24688],,238A000h,6070h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_11[18976],,2391000h,4A20h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_12[28208],,2396000h,6E30h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_13[2560],,239D000h,A00h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_14[28288],,239E000h,6E80h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_15[29808],,23A5000h,7470h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_16[15152],,23AD000h,3B30h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_17[35504],,23B1000h,8AB0h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_18[16640],,23BA000h,4100h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_19[14640],,23BF000h,3930h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_20[26688],,23C3000h,6840h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_21[29856],,23CA000h,74A0h,Fg: Bg:0xFFFFC4
uchar MIZUsin_room_22[37104],,23D2000h,90F0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_scene[105248],,23DC000h,19B20h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_0[69616],,23F6000h,10FF0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_1[37712],,2407000h,9350h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_2[23472],,2411000h,5BB0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_3[15312],,2417000h,3BD0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_4[29312],,241B000h,7280h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_5[98320],,2423000h,18010h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_6[18416],,243C000h,47F0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_7[21776],,2441000h,5510h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_8[32944],,2447000h,80B0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_9[24016],,2450000h,5DD0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_10[33184],,2456000h,81A0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_11[4112],,245F000h,1010h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_12[8416],,2461000h,20E0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_13[22704],,2464000h,58B0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_14[19616],,246A000h,4CA0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_15[33952],,246F000h,84A0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_16[25024],,2478000h,61C0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_17[38480],,247F000h,9650h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_18[23776],,2489000h,5CE0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_19[24016],,248F000h,5DD0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_20[33216],,2495000h,81C0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_21[18016],,249E000h,4660h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_22[12400],,24A3000h,3070h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_23[37392],,24A7000h,9210h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_24[25808],,24B1000h,64D0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_25[88992],,24B8000h,15BA0h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_26[51968],,24CE000h,CB00h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_27[22288],,24DB000h,5710h,Fg: Bg:0xFFFFC4
uchar jyasinzou_room_28[35376],,24E1000h,8A30h,Fg: Bg:0xFFFFC4
uchar HAKAdan_scene[99264],,24EA000h,183C0h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_0[45392],,2503000h,B150h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_1[6896],,250F000h,1AF0h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_2[43488],,2511000h,A9E0h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_3[10624],,251C000h,2980h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_4[7264],,251F000h,1C60h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_5[23232],,2521000h,5AC0h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_6[30192],,2527000h,75F0h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_7[6880],,252F000h,1AE0h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_8[20640],,2531000h,50A0h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_9[52368],,2537000h,CC90h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_10[30704],,2544000h,77F0h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_11[15968],,254C000h,3E60h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_12[22352],,2550000h,5750h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_13[4128],,2556000h,1020h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_14[22784],,2558000h,5900h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_15[29376],,255E000h,72C0h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_16[10544],,2566000h,2930h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_17[11744],,2569000h,2DE0h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_18[54032],,256C000h,D310h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_19[11648],,257A000h,2D80h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_20[7744],,257D000h,1E40h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_21[46512],,257F000h,B5B0h,Fg: Bg:0xFFFFC4
uchar HAKAdan_room_22[10672],,258B000h,29B0h,Fg: Bg:0xFFFFC4
uchar HAKAdanCH_scene[50576],,258E000h,C590h,Fg: Bg:0xFFFFC4
uchar HAKAdanCH_room_0[87840],,259B000h,15720h,Fg: Bg:0xFFFFC4
uchar HAKAdanCH_room_1[45360],,25B1000h,B130h,Fg: Bg:0xFFFFC4
uchar HAKAdanCH_room_2[12640],,25BD000h,3160h,Fg: Bg:0xFFFFC4
uchar HAKAdanCH_room_3[7360],,25C1000h,1CC0h,Fg: Bg:0xFFFFC4
uchar HAKAdanCH_room_4[9376],,25C3000h,24A0h,Fg: Bg:0xFFFFC4
uchar HAKAdanCH_room_5[10640],,25C6000h,2990h,Fg: Bg:0xFFFFC4
uchar HAKAdanCH_room_6[11936],,25C9000h,2EA0h,Fg: Bg:0xFFFFC4
uchar ice_doukutu_scene[71360],,25CC000h,116C0h,Fg: Bg:0xFFFFC4
uchar ice_doukutu_room_0[34432],,25DE000h,8680h,Fg: Bg:0xFFFFC4
uchar ice_doukutu_room_1[50480],,25E7000h,C530h,Fg: Bg:0xFFFFC4
uchar ice_doukutu_room_2[23296],,25F4000h,5B00h,Fg: Bg:0xFFFFC4
uchar ice_doukutu_room_3[32912],,25FA000h,8090h,Fg: Bg:0xFFFFC4
uchar ice_doukutu_room_4[30288],,2603000h,7650h,Fg: Bg:0xFFFFC4
uchar ice_doukutu_room_5[34944],,260B000h,8880h,Fg: Bg:0xFFFFC4
uchar ice_doukutu_room_6[16816],,2614000h,41B0h,Fg: Bg:0xFFFFC4
uchar ice_doukutu_room_7[22768],,2619000h,58F0h,Fg: Bg:0xFFFFC4
uchar ice_doukutu_room_8[6432],,261F000h,1920h,Fg: Bg:0xFFFFC4
uchar ice_doukutu_room_9[34448],,2621000h,8690h,Fg: Bg:0xFFFFC4
uchar ice_doukutu_room_10[17376],,262A000h,43E0h,Fg: Bg:0xFFFFC4
uchar ice_doukutu_room_11[22608],,262F000h,5850h,Fg: Bg:0xFFFFC4
uchar men_scene[70848],,2635000h,114C0h,Fg: Bg:0xFFFFC4
uchar men_room_0[65424],,2647000h,FF90h,Fg: Bg:0xFFFFC4
uchar men_room_1[37488],,2657000h,9270h,Fg: Bg:0xFFFFC4
uchar men_room_2[20560],,2661000h,5050h,Fg: Bg:0xFFFFC4
uchar men_room_3[31824],,2667000h,7C50h,Fg: Bg:0xFFFFC4
uchar men_room_4[41440],,266F000h,A1E0h,Fg: Bg:0xFFFFC4
uchar men_room_5[20512],,267A000h,5020h,Fg: Bg:0xFFFFC4
uchar men_room_6[32640],,2680000h,7F80h,Fg: Bg:0xFFFFC4
uchar men_room_7[33472],,2688000h,82C0h,Fg: Bg:0xFFFFC4
uchar men_room_8[33328],,2691000h,8230h,Fg: Bg:0xFFFFC4
uchar men_room_9[14448],,269A000h,3870h,Fg: Bg:0xFFFFC4
uchar men_room_10[23632],,269E000h,5C50h,Fg: Bg:0xFFFFC4
uchar ganontika_scene[137168],,26A4000h,217D0h,Fg: Bg:0xFFFFC4
uchar ganontika_room_0[37392],,26C6000h,9210h,Fg: Bg:0xFFFFC4
uchar ganontika_room_1[117200],,26D0000h,1C9D0h,Fg: Bg:0xFFFFC4
uchar ganontika_room_2[30688],,26ED000h,77E0h,Fg: Bg:0xFFFFC4
uchar ganontika_room_3[39488],,26F5000h,9A40h,Fg: Bg:0xFFFFC4
uchar ganontika_room_4[31888],,26FF000h,7C90h,Fg: Bg:0xFFFFC4
uchar ganontika_room_5[29984],,2707000h,7520h,Fg: Bg:0xFFFFC4
uchar ganontika_room_6[64608],,270F000h,FC60h,Fg: Bg:0xFFFFC4
uchar ganontika_room_7[31888],,271F000h,7C90h,Fg: Bg:0xFFFFC4
uchar ganontika_room_8[36896],,2727000h,9020h,Fg: Bg:0xFFFFC4
uchar ganontika_room_9[47136],,2731000h,B820h,Fg: Bg:0xFFFFC4
uchar ganontika_room_10[27584],,273D000h,6BC0h,Fg: Bg:0xFFFFC4
uchar ganontika_room_11[26960],,2744000h,6950h,Fg: Bg:0xFFFFC4
uchar ganontika_room_12[45680],,274B000h,B270h,Fg: Bg:0xFFFFC4
uchar ganontika_room_13[32064],,2757000h,7D40h,Fg: Bg:0xFFFFC4
uchar ganontika_room_14[41424],,275F000h,A1D0h,Fg: Bg:0xFFFFC4
uchar ganontika_room_15[32064],,276A000h,7D40h,Fg: Bg:0xFFFFC4
uchar ganontika_room_16[11824],,2772000h,2E30h,Fg: Bg:0xFFFFC4
uchar ganontika_room_17[34336],,2775000h,8620h,Fg: Bg:0xFFFFC4
uchar ganontika_room_18[50912],,277E000h,C6E0h,Fg: Bg:0xFFFFC4
uchar ganontika_room_19[32064],,278B000h,7D40h,Fg: Bg:0xFFFFC4
uchar syotes_scene[7168],,2793000h,1C00h,Fg: Bg:0xFFFFC4
uchar syotes_room_0[53120],,2795000h,CF80h,Fg: Bg:0xFFFFC4
uchar syotes2_scene[9392],,27A2000h,24B0h,Fg: Bg:0xFFFFC4
uchar syotes2_room_0[40704],,27A5000h,9F00h,Fg: Bg:0xFFFFC4
uchar depth_test_scene[768],,27AF000h,300h,Fg: Bg:0xFFFFC4
uchar depth_test_room_0[155376],,27B0000h,25EF0h,Fg: Bg:0xFFFFC4
uchar spot00_scene[172576],,27D6000h,2A220h,Fg: Bg:0xFFFFC4
uchar spot00_room_0[86576],,2801000h,15230h,Fg: Bg:0xFFFFC4
uchar spot01_scene[115024],,2817000h,1C150h,Fg: Bg:0xFFFFC4
