Name,Value,Start,Size,Color
uchar object_mjin_soul[4096],,12D7000h,1000h,Fg: Bg:0xFFFFC4
uchar object_mjin_wind[4096],,12D8000h,1000h,Fg: Bg:0xFFFFC4
uchar object_mjin_oka[7008],,12D9000h,1B60h,Fg: Bg:0xFFFFC4
uchar object_haka_objects[120496],,12DB000h,1D6B0h,Fg: Bg:0xFFFFC4
uchar object_spot06_objects[11680],,12F9000h,2DA0h,Fg: Bg:0xFFFFC4
uchar object_ice_objects[36176],,12FC000h,8D50h,Fg: Bg:0xFFFFC4
uchar object_relay_objects[13872],,1305000h,3630h,Fg: Bg:0xFFFFC4
uchar object_mori_hineri1a[13504],,1309000h,34C0h,Fg: Bg:0xFFFFC4
uchar object_mori_hineri2[17408],,130D000h,4400h,Fg: Bg:0xFFFFC4
uchar object_mori_hineri2a[24752],,1312000h,60B0h,Fg: Bg:0xFFFFC4
uchar object_mori_objects[35344],,1319000h,8A10h,Fg: Bg:0xFFFFC4
uchar object_mori_tex[40448],,1322000h,9E00h,Fg: Bg:0xFFFFC4
uchar object_spot08_obj[22016],,132C000h,5600h,Fg: Bg:0xFFFFC4
uchar object_warp2[16],,1332000h,10h,Fg: Bg:0xFFFFC4
uchar object_hata[12256],,1333000h,2FE0h,Fg: Bg:0xFFFFC4
uchar object_bird[8608],,1336000h,21A0h,Fg: Bg:0xFFFFC4
uchar object_wood02[34768],,1339000h,87D0h,Fg: Bg:0xFFFFC4
uchar object_lightbox[8000],,1342000h,1F40h,Fg: Bg:0xFFFFC4
uchar object_pu_box[5632],,1344000h,1600h,Fg: Bg:0xFFFFC4
uchar object_trap[9184],,1346000h,23E0h,Fg: Bg:0xFFFFC4
uchar object_vase[5520],,1349000h,1590h,Fg: Bg:0xFFFFC4
uchar object_im[74288],,134B000h,12230h,Fg: Bg:0xFFFFC4
uchar object_ta[58352],,135E000h,E3F0h,Fg: Bg:0xFFFFC4
uchar object_tk[48720],,136D000h,BE50h,Fg: Bg:0xFFFFC4
uchar object_xc[114944],,1379000h,1C100h,Fg: Bg:0xFFFFC4
uchar object_vm[16240],,1396000h,3F70h,Fg: Bg:0xFFFFC4
uchar object_bv[127408],,139A000h,1F1B0h,Fg: Bg:0xFFFFC4
uchar object_hakach_objects[27376],,13BA000h,6AF0h,Fg: Bg:0xFFFFC4
uchar object_efc_crystal_light[2720],,13C1000h,AA0h,Fg: Bg:0xFFFFC4
uchar object_efc_fire_ball[3328],,13C2000h,D00h,Fg: Bg:0xFFFFC4
uchar object_efc_flash[16],,13C3000h,10h,Fg: Bg:0xFFFFC4
uchar object_efc_lgt_shower[4816],,13C4000h,12D0h,Fg: Bg:0xFFFFC4
uchar object_efc_star_field[6096],,13C6000h,17D0h,Fg: Bg:0xFFFFC4
uchar object_god_lgt[17232],,13C8000h,4350h,Fg: Bg:0xFFFFC4
uchar object_light_ring[4736],,13CD000h,1280h,Fg: Bg:0xFFFFC4
uchar object_triforce_spot[10512],,13CF000h,2910h,Fg: Bg:0xFFFFC4
uchar object_medal[20800],,13D2000h,5140h,Fg: Bg:0xFFFFC4
uchar object_bdan_objects[52496],,13D8000h,CD10h,Fg: Bg:0xFFFFC4
uchar object_sd[50912],,13E5000h,C6E0h,Fg: Bg:0xFFFFC4
uchar object_rd[61424],,13F2000h,EFF0h,Fg: Bg:0xFFFFC4
uchar object_po_sisters[58304],,1401000h,E3C0h,Fg: Bg:0xFFFFC4
uchar object_heavy_object[6880],,1410000h,1AE0h,Fg: Bg:0xFFFFC4
uchar object_gndd[72192],,1412000h,11A00h,Fg: Bg:0xFFFFC4
uchar object_fd[71280],,1424000h,11670h,Fg: Bg:0xFFFFC4
uchar object_du[73776],,1436000h,12030h,Fg: Bg:0xFFFFC4
uchar object_fw[32224],,1449000h,7DE0h,Fg: Bg:0xFFFFC4
uchar object_horse_link_child[35616],,1451000h,8B20h,Fg: Bg:0xFFFFC4
uchar object_spot02_objects[91680],,145A000h,16620h,Fg: Bg:0xFFFFC4
uchar object_haka[5216],,1471000h,1460h,Fg: Bg:0xFFFFC4
uchar object_ru1[80512],,1473000h,13A80h,Fg: Bg:0xFFFFC4
uchar object_syokudai[15504],,1487000h,3C90h,Fg: Bg:0xFFFFC4
uchar object_fd2[72336],,148B000h,11A90h,Fg: Bg:0xFFFFC4
uchar object_dh[37056],,149D000h,90C0h,Fg: Bg:0xFFFFC4
uchar object_rl[31568],,14A7000h,7B50h,Fg: Bg:0xFFFFC4
uchar object_efc_tw[4848],,14AF000h,12F0h,Fg: Bg:0xFFFFC4
uchar object_demo_tre_lgt[16],,14B1000h,10h,Fg: Bg:0xFFFFC4
uchar object_gi_key[2592],,14B2000h,A20h,Fg: Bg:0xFFFFC4
uchar object_mir_ray[7424],,14B3000h,1D00h,Fg: Bg:0xFFFFC4
uchar object_brob[6816],,14B5000h,1AA0h,Fg: Bg:0xFFFFC4
uchar object_gi_jewel[13952],,14B7000h,3680h,Fg: Bg:0xFFFFC4
uchar object_spot09_obj[100496],,14BB000h,18890h,Fg: Bg:0xFFFFC4
uchar object_spot18_obj[51728],,14D4000h,CA10h,Fg: Bg:0xFFFFC4
uchar object_bdoor[30144],,14E1000h,75C0h,Fg: Bg:0xFFFFC4
uchar object_spot17_obj[6192],,14E9000h,1830h,Fg: Bg:0xFFFFC4
uchar object_shop_dungen[14880],,14EB000h,3A20h,Fg: Bg:0xFFFFC4
uchar object_nb[98784],,14EF000h,181E0h,Fg: Bg:0xFFFFC4
uchar object_mo[36976],,1508000h,9070h,Fg: Bg:0xFFFFC4
uchar object_sb[11424],,1512000h,2CA0h,Fg: Bg:0xFFFFC4
uchar object_gi_melody[3360],,1515000h,D20h,Fg: Bg:0xFFFFC4
uchar object_gi_heart[496],,1516000h,1F0h,Fg: Bg:0xFFFFC4
uchar object_gi_compass[3344],,1517000h,D10h,Fg: Bg:0xFFFFC4
uchar object_gi_bosskey[4112],,1518000h,1010h,Fg: Bg:0xFFFFC4
uchar object_gi_medal[21360],,151A000h,5370h,Fg: Bg:0xFFFFC4
uchar object_gi_nuts[4544],,1520000h,11C0h,Fg: Bg:0xFFFFC4
uchar object_sa[86576],,1522000h,15230h,Fg: Bg:0xFFFFC4
uchar object_gi_hearts[6064],,1538000h,17B0h,Fg: Bg:0xFFFFC4
uchar object_gi_arrowcase[3248],,153A000h,CB0h,Fg: Bg:0xFFFFC4
uchar object_gi_bombpouch[3680],,153B000h,E60h,Fg: Bg:0xFFFFC4
uchar object_in[101456],,153C000h,18C50h,Fg: Bg:0xFFFFC4
uchar object_tr[77360],,1555000h,12E30h,Fg: Bg:0xFFFFC4
uchar object_spot16_obj[5376],,1568000h,1500h,Fg: Bg:0xFFFFC4
uchar object_oE1s[25952],,156A000h,6560h,Fg: Bg:0xFFFFC4
uchar object_oE4s[19968],,1571000h,4E00h,Fg: Bg:0xFFFFC4
uchar object_os_anime[42560],,1576000h,A640h,Fg: Bg:0xFFFFC4
uchar object_gi_bottle[2288],,1581000h,8F0h,Fg: Bg:0xFFFFC4
uchar object_gi_stick[1728],,1582000h,6C0h,Fg: Bg:0xFFFFC4
uchar object_gi_map[4448],,1583000h,1160h,Fg: Bg:0xFFFFC4
uchar object_oF1d_map[66976],,1585000h,105A0h,Fg: Bg:0xFFFFC4
uchar object_ru2[63696],,1596000h,F8D0h,Fg: Bg:0xFFFFC4
uchar object_gi_shield_1[3408],,15A6000h,D50h,Fg: Bg:0xFFFFC4
uchar object_dekujr[13584],,15A7000h,3510h,Fg: Bg:0xFFFFC4
uchar object_gi_magicpot[4560],,15AB000h,11D0h,Fg: Bg:0xFFFFC4
uchar object_gi_bomb_1[3248],,15AD000h,CB0h,Fg: Bg:0xFFFFC4
uchar object_oF1s[34976],,15AE000h,88A0h,Fg: Bg:0xFFFFC4
uchar object_ma2[40688],,15B7000h,9EF0h,Fg: Bg:0xFFFFC4
uchar object_gi_purse[7024],,15C1000h,1B70h,Fg: Bg:0xFFFFC4
uchar object_hni[44912],,15C3000h,AF70h,Fg: Bg:0xFFFFC4
uchar object_tw[241584],,15CE000h,3AFB0h,Fg: Bg:0xFFFFC4
uchar object_rr[3584],,1609000h,E00h,Fg: Bg:0xFFFFC4
uchar object_bxa[11248],,160A000h,2BF0h,Fg: Bg:0xFFFFC4
uchar object_anubice[14752],,160D000h,39A0h,Fg: Bg:0xFFFFC4
uchar object_gi_gerudo[4928],,1611000h,1340h,Fg: Bg:0xFFFFC4
uchar object_gi_arrow[6928],,1613000h,1B10h,Fg: Bg:0xFFFFC4
uchar object_gi_bomb_2[1696],,1615000h,6A0h,Fg: Bg:0xFFFFC4
uchar object_gi_egg[4896],,1616000h,1320h,Fg: Bg:0xFFFFC4
uchar object_gi_scale[3568],,1618000h,DF0h,Fg: Bg:0xFFFFC4
uchar object_gi_shield_2[4208],,1619000h,1070h,Fg: Bg:0xFFFFC4
uchar object_gi_hookshot[5472],,161B000h,1560h,Fg: Bg:0xFFFFC4
uchar object_gi_ocarina[2992],,161D000h,BB0h,Fg: Bg:0xFFFFC4
uchar object_gi_milk[5232],,161E000h,1470h,Fg: Bg:0xFFFFC4
uchar object_ma1[36224],,1620000h,8D80h,Fg: Bg:0xFFFFC4
uchar object_ganon[70912],,1629000h,11500h,Fg: Bg:0xFFFFC4
uchar object_sst[109488],,163B000h,1ABB0h,Fg: Bg:0xFFFFC4
uchar object_ny[8560],,1656000h,2170h,Fg: Bg:0xFFFFC4
uchar object_fr[46256],,1659000h,B4B0h,Fg: Bg:0xFFFFC4
uchar object_gi_pachinko[3168],,1665000h,C60h,Fg: Bg:0xFFFFC4
uchar object_gi_boomerang[3488],,1666000h,DA0h,Fg: Bg:0xFFFFC4
uchar object_gi_bow[3376],,1667000h,D30h,Fg: Bg:0xFFFFC4
uchar object_gi_glasses[4480],,1668000h,1180h,Fg: Bg:0xFFFFC4
uchar object_gi_liquid[6352],,166A000h,18D0h,Fg: Bg:0xFFFFC4
uchar object_ani[30464],,166C000h,7700h,Fg: Bg:0xFFFFC4
uchar object_demo_6k[15264],,1674000h,3BA0h,Fg: Bg:0xFFFFC4
uchar object_gi_shield_3[4800],,1678000h,12C0h,Fg: Bg:0xFFFFC4
uchar object_gi_letter[3584],,167A000h,E00h,Fg: Bg:0xFFFFC4
uchar object_spot15_obj[7424],,167B000h,1D00h,Fg: Bg:0xFFFFC4
uchar object_jya_obj[115008],,167D000h,1C140h,Fg: Bg:0xFFFFC4
uchar object_gi_clothes[6240],,169A000h,1860h,Fg: Bg:0xFFFFC4
uchar object_gi_bean[2240],,169C000h,8C0h,Fg: Bg:0xFFFFC4
uchar object_gi_fish[2384],,169D000h,950h,Fg: Bg:0xFFFFC4
uchar object_gi_saw[2944],,169E000h,B80h,Fg: Bg:0xFFFFC4
uchar object_gi_hammer[3264],,169F000h,CC0h,Fg: Bg:0xFFFFC4
uchar object_gi_grass[3088],,16A0000h,C10h,Fg: Bg:0xFFFFC4
uchar object_gi_longsword[2240],,16A1000h,8C0h,Fg: Bg:0xFFFFC4
uchar object_spot01_objects[9360],,16A2000h,2490h,Fg: Bg:0xFFFFC4
uchar object_md[41296],,16A5000h,A150h,Fg: Bg:0xFFFFC4
uchar object_km1[22976],,16B0000h,59C0h,Fg: Bg:0xFFFFC4
uchar object_kw1[26848],,16B6000h,68E0h,Fg: Bg:0xFFFFC4
uchar object_zo[49216],,16BD000h,C040h,Fg: Bg:0xFFFFC4
uchar object_kz[34528],,16CA000h,86E0h,Fg: Bg:0xFFFFC4
uchar object_umajump[5232],,16D3000h,1470h,Fg: Bg:0xFFFFC4
uchar object_masterkokiri[1216],,16D5000h,4C0h,Fg: Bg:0xFFFFC4
uchar object_masterkokirihead[11424],,16D6000h,2CA0h,Fg: Bg:0xFFFFC4
uchar object_mastergolon[272],,16D9000h,110h,Fg: Bg:0xFFFFC4
uchar object_masterzoora[1952],,16DA000h,7A0h,Fg: Bg:0xFFFFC4
uchar object_aob[22192],,16DB000h,56B0h,Fg: Bg:0xFFFFC4
uchar object_ik[132560],,16E1000h,205D0h,Fg: Bg:0xFFFFC4
uchar object_ahg[22960],,1702000h,59B0h,Fg: Bg:0xFFFFC4
uchar object_cne[10704],,1708000h,29D0h,Fg: Bg:0xFFFFC4
uchar object_gi_niwatori[6640],,170B000h,19F0h,Fg: Bg:0xFFFFC4
uchar object_skj[36400],,170D000h,8E30h,Fg: Bg:0xFFFFC4
uchar object_gi_bottle_letter[3200],,1716000h,C80h,Fg: Bg:0xFFFFC4
uchar object_bji[16784],,1717000h,4190h,Fg: Bg:0xFFFFC4
uchar object_bba[17040],,171C000h,4290h,Fg: Bg:0xFFFFC4
uchar object_gi_ocarina_0[3088],,1721000h,C10h,Fg: Bg:0xFFFFC4
uchar object_ds[18304],,1722000h,4780h,Fg: Bg:0xFFFFC4
uchar object_ane[28592],,1727000h,6FB0h,Fg: Bg:0xFFFFC4
uchar object_boj[23744],,172E000h,5CC0h,Fg: Bg:0xFFFFC4
uchar object_spot03_object[5728],,1734000h,1660h,Fg: Bg:0xFFFFC4
uchar object_spot07_object[27952],,1736000h,6D30h,Fg: Bg:0xFFFFC4
uchar object_fz[13520],,173D000h,34D0h,Fg: Bg:0xFFFFC4
uchar object_bob[20256],,1741000h,4F20h,Fg: Bg:0xFFFFC4
uchar object_ge1[42160],,1746000h,A4B0h,Fg: Bg:0xFFFFC4
uchar object_yabusame_point[3664],,1751000h,E50h,Fg: Bg:0xFFFFC4
uchar object_gi_boots_2[7104],,1752000h,1BC0h,Fg: Bg:0xFFFFC4
uchar object_gi_seed[2752],,1754000h,AC0h,Fg: Bg:0xFFFFC4
uchar object_gnd_magic[4736],,1755000h,1280h,Fg: Bg:0xFFFFC4
uchar object_d_elevator[5008],,1757000h,1390h,Fg: Bg:0xFFFFC4
uchar object_d_hsblock[5984],,1759000h,1760h,Fg: Bg:0xFFFFC4
uchar object_d_lift[6144],,175B000h,1800h,Fg: Bg:0xFFFFC4
uchar object_mamenoki[9952],,175D000h,26E0h,Fg: Bg:0xFFFFC4
uchar object_goroiwa[6304],,1760000h,18A0h,Fg: Bg:0xFFFFC4
uchar object_toryo[29024],,1762000h,7160h,Fg: Bg:0xFFFFC4
uchar object_daiku[34928],,176A000h,8870h,Fg: Bg:0xFFFFC4
uchar object_nwc[3488],,1773000h,DA0h,Fg: Bg:0xFFFFC4
uchar object_blkobj[80016],,1774000h,13890h,Fg: Bg:0xFFFFC4
uchar object_gm[720],,1788000h,2D0h,Fg: Bg:0xFFFFC4
uchar object_ms[15824],,1789000h,3DD0h,Fg: Bg:0xFFFFC4
uchar object_hs[25200],,178D000h,6270h,Fg: Bg:0xFFFFC4
uchar object_ingate[4592],,1794000h,11F0h,Fg: Bg:0xFFFFC4
uchar object_lightswitch[9248],,1796000h,2420h,Fg: Bg:0xFFFFC4
uchar object_kusa[896],,1799000h,380h,Fg: Bg:0xFFFFC4
uchar object_tsubo[6640],,179A000h,19F0h,Fg: Bg:0xFFFFC4
uchar object_gi_gloves[6496],,179C000h,1960h,Fg: Bg:0xFFFFC4
uchar object_gi_coin[2128],,179E000h,850h,Fg: Bg:0xFFFFC4
uchar object_kanban[6064],,179F000h,17B0h,Fg: Bg:0xFFFFC4
uchar object_gjyo_objects[5616],,17A1000h,15F0h,Fg: Bg:0xFFFFC4
uchar object_owl[65728],,17A3000h,100C0h,Fg: Bg:0xFFFFC4
uchar object_mk[24064],,17B4000h,5E00h,Fg: Bg:0xFFFFC4
uchar object_fu[27808],,17BA000h,6CA0h,Fg: Bg:0xFFFFC4
uchar object_gi_ki_tan_mask[3568],,17C1000h,DF0h,Fg: Bg:0xFFFFC4
uchar object_gi_redead_mask[2704],,17C2000h,A90h,Fg: Bg:0xFFFFC4
uchar object_gi_skj_mask[3296],,17C3000h,CE0h,Fg: Bg:0xFFFFC4
uchar object_gi_rabit_mask[3840],,17C4000h,F00h,Fg: Bg:0xFFFFC4
uchar object_gi_truth_mask[6240],,17C5000h,1860h,Fg: Bg:0xFFFFC4
uchar object_ganon_objects[4464],,17C7000h,1170h,Fg: Bg:0xFFFFC4
uchar object_siofuki[3504],,17C9000h,DB0h,Fg: Bg:0xFFFFC4
uchar object_stream[2688],,17CA000h,A80h,Fg: Bg:0xFFFFC4
uchar object_mm[32880],,17CB000h,8070h,Fg: Bg:0xFFFFC4
uchar object_fa[15248],,17D4000h,3B90h,Fg: Bg:0xFFFFC4
uchar object_os[18032],,17D8000h,4670h,Fg: Bg:0xFFFFC4
uchar object_gi_eye_lotion[2416],,17DD000h,970h,Fg: Bg:0xFFFFC4
uchar object_gi_powder[2944],,17DE000h,B80h,Fg: Bg:0xFFFFC4
uchar object_gi_mushroom[3280],,17DF000h,CD0h,Fg: Bg:0xFFFFC4
uchar object_gi_ticketstone[4768],,17E0000h,12A0h,Fg: Bg:0xFFFFC4
uchar object_gi_brokensword[2448],,17E2000h,990h,Fg: Bg:0xFFFFC4
uchar object_js[24368],,17E3000h,5F30h,Fg: Bg:0xFFFFC4
uchar object_cs[34128],,17E9000h,8550h,Fg: Bg:0xFFFFC4
uchar object_gi_prescription[3104],,17F2000h,C20h,Fg: Bg:0xFFFFC4
uchar object_gi_bracelet[3056],,17F3000h,BF0h,Fg: Bg:0xFFFFC4
uchar object_gi_soldout[1232],,17F4000h,4D0h,Fg: Bg:0xFFFFC4
uchar object_gi_frog[4368],,17F5000h,1110h,Fg: Bg:0xFFFFC4
uchar object_mag[153920],,17F7000h,25940h,Fg: Bg:0xFFFFC4
uchar object_door_gerudo[2464],,181D000h,9A0h,Fg: Bg:0xFFFFC4
uchar object_gt[79344],,181E000h,135F0h,Fg: Bg:0xFFFFC4
uchar object_efc_erupc[10480],,1832000h,28F0h,Fg: Bg:0xFFFFC4
uchar object_zl2_anime1[46608],,1835000h,B610h,Fg: Bg:0xFFFFC4
uchar object_zl2_anime2[43744],,1841000h,AAE0h,Fg: Bg:0xFFFFC4
uchar object_gi_golonmask[6064],,184C000h,17B0h,Fg: Bg:0xFFFFC4
uchar object_gi_zoramask[5680],,184E000h,1630h,Fg: Bg:0xFFFFC4
uchar object_gi_gerudomask[5120],,1850000h,1400h,Fg: Bg:0xFFFFC4
uchar object_ganon2[220144],,1852000h,35BF0h,Fg: Bg:0xFFFFC4
uchar object_ka[26560],,1888000h,67C0h,Fg: Bg:0xFFFFC4
uchar object_ts[20464],,188F000h,4FF0h,Fg: Bg:0xFFFFC4
uchar object_zg[4608],,1894000h,1200h,Fg: Bg:0xFFFFC4
uchar object_gi_hoverboots[7792],,1896000h,1E70h,Fg: Bg:0xFFFFC4
uchar object_gi_m_arrow[3712],,1898000h,E80h,Fg: Bg:0xFFFFC4
uchar object_ds2[17008],,1899000h,4270h,Fg: Bg:0xFFFFC4
uchar object_ec[51504],,189E000h,C930h,Fg: Bg:0xFFFFC4
uchar object_fish[87536],,18AB000h,155F0h,Fg: Bg:0xFFFFC4
uchar object_gi_sutaru[1616],,18C1000h,650h,Fg: Bg:0xFFFFC4
uchar object_gi_goddess[3152],,18C2000h,C50h,Fg: Bg:0xFFFFC4
uchar object_ssh[23552],,18C3000h,5C00h,Fg: Bg:0xFFFFC4
uchar object_bigokuta[27600],,18C9000h,6BD0h,Fg: Bg:0xFFFFC4
uchar object_bg[29376],,18D0000h,72C0h,Fg: Bg:0xFFFFC4
uchar object_spot05_objects[4848],,18D8000h,12F0h,Fg: Bg:0xFFFFC4
uchar object_spot12_obj[9152],,18DA000h,23C0h,Fg: Bg:0xFFFFC4
uchar object_bombiwa[2816],,18DD000h,B00h,Fg: Bg:0xFFFFC4
uchar object_hintnuts[12608],,18DE000h,3140h,Fg: Bg:0xFFFFC4
uchar object_rs[18560],,18E2000h,4880h,Fg: Bg:0xFFFFC4
uchar object_spot00_break[7712],,18E7000h,1E20h,Fg: Bg:0xFFFFC4
uchar object_gla[40688],,18E9000h,9EF0h,Fg: Bg:0xFFFFC4
uchar object_shopnuts[17808],,18F3000h,4590h,Fg: Bg:0xFFFFC4
uchar object_geldb[46832],,18F8000h,B6F0h,Fg: Bg:0xFFFFC4
uchar object_gr[40080],,1904000h,9C90h,Fg: Bg:0xFFFFC4
uchar object_dog[29344],,190E000h,72A0h,Fg: Bg:0xFFFFC4
uchar object_jya_iron[9824],,1916000h,2660h,Fg: Bg:0xFFFFC4
uchar object_jya_door[8832],,1919000h,2280h,Fg: Bg:0xFFFFC4
uchar object_spot01_objects2[16],,191C000h,10h,Fg: Bg:0xFFFFC4
uchar object_spot11_obj[6800],,191D000h,1A90h,Fg: Bg:0xFFFFC4
uchar object_kibako2[4288],,191F000h,10C0h,Fg: Bg:0xFFFFC4
uchar object_dns[14288],,1921000h,37D0h,Fg: Bg:0xFFFFC4
uchar object_dnk[11824],,1925000h,2E30h,Fg: Bg:0xFFFFC4
uchar object_gi_fire[4064],,1928000h,FE0h,Fg: Bg:0xFFFFC4
uchar object_gi_insect[3056],,1929000h,BF0h,Fg: Bg:0xFFFFC4
uchar object_gi_butterfly[3024],,192A000h,BD0h,Fg: Bg:0xFFFFC4
uchar object_gi_ghost[3504],,192B000h,DB0h,Fg: Bg:0xFFFFC4
uchar object_gi_soul[4016],,192C000h,FB0h,Fg: Bg:0xFFFFC4
uchar object_bowl[13552],,192D000h,34F0h,Fg: Bg:0xFFFFC4
uchar object_po_field[27200],,1931000h,6A40h,Fg: Bg:0xFFFFC4
uchar object_demo_kekkai[60688],,1938000h,ED10h,Fg: Bg:0xFFFFC4
uchar object_efc_doughnut[4176],,1947000h,1050h,Fg: Bg:0xFFFFC4
uchar object_gi_dekupouch[4176],,1949000h,1050h,Fg: Bg:0xFFFFC4
uchar object_ganon_anime1[48192],,194B000h,BC40h,Fg: Bg:0xFFFFC4
uchar object_ganon_anime2[66864],,1957000h,10530h,Fg: Bg:0xFFFFC4
uchar object_ganon_anime3[83952],,1968000h,147F0h,Fg: Bg:0xFFFFC4
uchar object_gi_rupy[2048],,197D000h,800h,Fg: Bg:0xFFFFC4
uchar object_spot01_matoya[15504],,197E000h,3C90h,Fg: Bg:0xFFFFC4
uchar object_spot01_matoyab[8672],,1982000h,21E0h,Fg: Bg:0xFFFFC4
uchar object_po_composer[28576],,1985000h,6FA0h,Fg: Bg:0xFFFFC4
uchar object_mu[44624],,198C000h,AE50h,Fg: Bg:0xFFFFC4
uchar object_wf[42240],,1997000h,A500h,Fg: Bg:0xFFFFC4
uchar object_skb[18448],,19A2000h,4810h,Fg: Bg:0xFFFFC4
uchar object_gj[42784],,19A7000h,A720h,Fg: Bg:0xFFFFC4
uchar object_geff[4016],,19B2000h,FB0h,Fg: Bg:0xFFFFC4
uchar object_haka_door[14704],,19B3000h,3970h,Fg: Bg:0xFFFFC4
uchar object_gs[2688],,19B7000h,A80h,Fg: Bg:0xFFFFC4
uchar object_ps[51456],,19B8000h,C900h,Fg: Bg:0xFFFFC4
uchar object_bwall[4432],,19C5000h,1150h,Fg: Bg:0xFFFFC4
uchar object_crow[4304],,19C7000h,10D0h,Fg: Bg:0xFFFFC4
uchar object_cow[20144],,19C9000h,4EB0h,Fg: Bg:0xFFFFC4
uchar object_cob[8720],,19CE000h,2210h,Fg: Bg:0xFFFFC4
uchar object_gi_sword_1[3360],,19D1000h,D20h,Fg: Bg:0xFFFFC4
uchar object_door_killer[7136],,19D2000h,1BE0h,Fg: Bg:0xFFFFC4
uchar object_ouke_haka[2416],,19D4000h,970h,Fg: Bg:0xFFFFC4
uchar object_timeblock[2912],,19D5000h,B60h,Fg: Bg:0xFFFFC4
uchar object_zl4[118304],,19D6000h,1CE20h,Fg: Bg:0xFFFFC4
uchar g_pn_01[10368],,19F3000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_02[10368],,19F6000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_03[10368],,19F9000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_04[10368],,19FC000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_05[10368],,19FF000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_06[10368],,1A02000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_07[10368],,1A05000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_08[10368],,1A08000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_09[10368],,1A0B000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_10[10368],,1A0E000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_11[10368],,1A11000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_12[10368],,1A14000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_13[10368],,1A17000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_14[10368],,1A1A000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_15[10368],,1A1D000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_16[10368],,1A20000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_17[10368],,1A23000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_18[10368],,1A26000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_19[10368],,1A29000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_20[10368],,1A2C000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_21[10368],,1A2F000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_22[10368],,1A32000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_23[10368],,1A35000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_24[10368],,1A38000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_25[10368],,1A3B000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_26[10368],,1A3E000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_27[10368],,1A41000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_28[10368],,1A44000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_29[10368],,1A47000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_30[10368],,1A4A000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_31[10368],,1A4D000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_32[10368],,1A50000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_33[10368],,1A53000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_34[10368],,1A56000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_35[10368],,1A59000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_36[10368],,1A5C000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_37[10368],,1A5F000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_38[10368],,1A62000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_39[10368],,1A65000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_40[10368],,1A68000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_41[10368],,1A6B000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_42[10368],,1A6E000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_43[10368],,1A71000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_44[10368],,1A74000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_45[10368],,1A77000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_46[10368],,1A7A000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_47[10368],,1A7D000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_48[10368],,1A80000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_49[10368],,1A83000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_50[10368],,1A86000h,2880h,Fg: Bg:0xFFFFC4
uchar g_pn_51[10368],,1A89000h,2880h,Fg: Bg:0xFFFFC4
